Rk,School,G,Tm.,Opp.,PPG,OPPG,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,STL/TOV,PF,PFPG,FT/FGA,FGPG,FGAPG,3PPG,3PAPG,FTPG,FTAPG,ORBPG,TRBPG,APG,SPG,BPG,TOPG,AST/TO,3P Ratio,NET
322,UCLA,33,2580,2567,78.18181818,77.78787879,919,2012,0.457,256,721,0.355,486,768,0.633,380,1361,472,194,135,467,0.415417559,563,17.06060606,0.241550696,27.84848485,60.96969697,7.757575758,21.84848485,14.72727273,23.27272727,11.51515152,41.24242424,14.3030303,5.878787879,4.090909091,14.15151515,1.010706638,0.278563656,0.658119658
323,Utah State,34,2692,2271,79.17647059,66.79411765,940,1983,0.474,267,752,0.355,543,727,0.747,366,1368,583,211,142,428,0.492990654,632,18.58823529,0.273827534,27.64705882,58.32352941,7.852941176,22.11764706,15.97058824,21.38235294,10.76470588,40.23529412,17.14705882,6.205882353,4.176470588,12.58823529,1.362149533,0.284042553,0.917378917
324,Utah Valley,33,2548,2324,77.21212121,70.42424242,879,1808,0.486,268,695,0.386,522,720,0.725,286,1178,447,192,81,447,0.429530201,580,17.57575758,0.288716814,26.63636364,54.78787879,8.121212121,21.06060606,15.81818182,21.81818182,8.666666667,35.6969697,13.54545455,5.818181818,2.454545455,13.54545455,1,0.304891923,0.743589744
325,Utah,31,2343,2311,75.58064516,74.5483871,805,1735,0.464,298,806,0.37,435,616,0.706,317,1096,440,144,80,409,0.35207824,549,17.70967742,0.250720461,25.96774194,55.96774194,9.612903226,26,14.03225806,19.87096774,10.22580645,35.35483871,14.19354839,4.64516129,2.580645161,13.19354839,1.075794621,0.370186335,0.700854701
326,Valparaiso,33,2205,2187,66.81818182,66.27272727,802,1783,0.45,185,585,0.316,416,595,0.699,294,1115,431,202,101,439,0.460136674,546,16.54545455,0.233314638,24.3030303,54.03030303,5.606060606,17.72727273,12.60606061,18.03030303,8.909090909,33.78787879,13.06060606,6.121212121,3.060606061,13.3030303,0.981776765,0.230673317,0.455840456
327,Vanderbilt,32,2180,2315,68.125,72.34375,736,1750,0.421,230,739,0.311,478,710,0.673,325,1139,371,154,126,454,0.339207048,568,17.75,0.273142857,23,54.6875,7.1875,23.09375,14.9375,22.1875,10.15625,35.59375,11.59375,4.8125,3.9375,14.1875,0.817180617,0.3125,0.558404558
328,Vermont,33,2439,2067,73.90909091,62.63636364,841,1834,0.459,257,729,0.353,500,665,0.752,300,1161,390,186,133,361,0.515235457,541,16.39393939,0.272628135,25.48484848,55.57575758,7.787878788,22.09090909,15.15151515,20.15151515,9.090909091,35.18181818,11.81818182,5.636363636,4.03030303,10.93939394,1.08033241,0.305588585,0.797720798
329,Villanova,34,2532,2281,74.47058824,67.08823529,840,1912,0.439,361,1023,0.353,491,675,0.727,357,1200,485,184,103,371,0.495956873,558,16.41176471,0.256799163,24.70588235,56.23529412,10.61764706,30.08823529,14.44117647,19.85294118,10.5,35.29411765,14.26470588,5.411764706,3.029411765,10.91176471,1.307277628,0.429761905,0.925925926
330,Virginia Commonwealth,32,2286,1971,71.4375,61.59375,801,1811,0.442,229,745,0.307,455,652,0.698,347,1174,444,255,145,446,0.571748879,634,19.8125,0.251242408,25.03125,56.59375,7.15625,23.28125,14.21875,20.375,10.84375,36.6875,13.875,7.96875,4.53125,13.9375,0.995515695,0.285892634,0.903133903
331,VMI,32,2433,2617,76.03125,81.78125,843,1973,0.427,323,898,0.36,424,581,0.73,280,1110,442,217,61,390,0.556410256,541,16.90625,0.214901166,26.34375,61.65625,10.09375,28.0625,13.25,18.15625,8.75,34.6875,13.8125,6.78125,1.90625,12.1875,1.133333333,0.383155397,0.131054131
332,Virginia Tech,32,2368,1987,74,62.09375,824,1732,0.476,307,779,0.394,413,545,0.758,285,1043,491,213,74,363,0.58677686,489,15.28125,0.238452656,25.75,54.125,9.59375,24.34375,12.90625,17.03125,8.90625,32.59375,15.34375,6.65625,2.3125,11.34375,1.35261708,0.372572816,0.968660969
333,Virginia,32,2299,1762,71.84375,55.0625,820,1715,0.478,271,662,0.409,388,520,0.746,284,1112,464,180,122,289,0.62283737,469,14.65625,0.226239067,25.625,53.59375,8.46875,20.6875,12.125,16.25,8.875,34.75,14.5,5.625,3.8125,9.03125,1.605536332,0.330487805,0.997150997
334,Wagner,30,1974,2044,65.8,68.13333333,655,1696,0.386,236,773,0.305,428,575,0.744,378,1095,351,184,108,414,0.444444444,639,21.3,0.252358491,21.83333333,56.53333333,7.866666667,25.76666667,14.26666667,19.16666667,12.6,36.5,11.7,6.133333333,3.6,13.8,0.847826087,0.360305344,0.145299145
335,Wake Forest,31,2119,2344,68.35483871,75.61290323,714,1812,0.394,197,640,0.308,494,681,0.725,399,1174,329,150,77,417,0.35971223,555,17.90322581,0.272626932,23.03225806,58.4516129,6.35483871,20.64516129,15.93548387,21.96774194,12.87096774,37.87096774,10.61290323,4.838709677,2.483870968,13.4516129,0.788968825,0.275910364,0.475783476
336,Washington State,32,2393,2517,74.78125,78.65625,833,1861,0.448,301,828,0.364,426,564,0.755,276,1076,476,165,93,440,0.375,554,17.3125,0.228909189,26.03125,58.15625,9.40625,25.875,13.3125,17.625,8.625,33.625,14.875,5.15625,2.90625,13.75,1.081818182,0.361344538,0.413105413
337,Washington,34,2374,2189,69.82352941,64.38235294,835,1845,0.453,254,734,0.346,450,648,0.694,322,1076,397,305,193,452,0.674778761,625,18.38235294,0.243902439,24.55882353,54.26470588,7.470588235,21.58823529,13.23529412,19.05882353,9.470588235,31.64705882,11.67647059,8.970588235,5.676470588,13.29411765,0.878318584,0.304191617,0.871794872
338,Weber State,33,2617,2454,79.3030303,74.36363636,920,1934,0.476,249,684,0.364,528,708,0.746,220,1177,382,180,140,382,0.471204188,608,18.42424242,0.273009307,27.87878788,58.60606061,7.545454545,20.72727273,16,21.45454545,6.666666667,35.66666667,11.57575758,5.454545455,4.242424242,11.57575758,1,0.270652174,0.481481481
339,West Virginia,34,2487,2614,73.14705882,76.88235294,841,2034,0.413,253,798,0.317,552,808,0.683,489,1338,454,210,118,535,0.392523364,684,20.11764706,0.271386431,24.73529412,59.82352941,7.441176471,23.47058824,16.23529412,23.76470588,14.38235294,39.35294118,13.35294118,6.176470588,3.470588235,15.73529412,0.848598131,0.300832342,0.698005698
340,Western Carolina,32,2304,2563,72,80.09375,792,1744,0.454,296,800,0.37,424,628,0.675,303,1135,389,135,53,577,0.233968804,671,20.96875,0.243119266,24.75,54.5,9.25,25,13.25,19.625,9.46875,35.46875,12.15625,4.21875,1.65625,18.03125,0.674176776,0.373737374,0.15954416
341,Western Illinois,31,2198,2272,70.90322581,73.29032258,818,1859,0.44,241,626,0.385,321,440,0.73,254,1100,319,165,132,353,0.467422096,488,15.74193548,0.17267348,26.38709677,59.96774194,7.774193548,20.19354839,10.35483871,14.19354839,8.193548387,35.48387097,10.29032258,5.322580645,4.258064516,11.38709677,0.90368272,0.294621027,0.136752137
342,Western Kentucky,34,2429,2355,71.44117647,69.26470588,853,1910,0.447,199,608,0.327,524,724,0.724,338,1256,417,235,174,466,0.504291845,527,15.5,0.27434555,25.08823529,56.17647059,5.852941176,17.88235294,15.41176471,21.29411765,9.941176471,36.94117647,12.26470588,6.911764706,5.117647059,13.70588235,0.894849785,0.233294256,0.683760684
343,Western Michigan,32,2246,2439,70.1875,76.21875,774,1822,0.425,228,723,0.315,470,681,0.69,345,1197,373,147,78,490,0.3,564,17.625,0.257958288,24.1875,56.9375,7.125,22.59375,14.6875,21.28125,10.78125,37.40625,11.65625,4.59375,2.4375,15.3125,0.76122449,0.294573643,0.213675214
344,Wichita State,33,2333,2283,70.6969697,69.18181818,828,2037,0.406,247,797,0.31,430,592,0.726,411,1247,452,158,111,391,0.404092072,638,19.33333333,0.211094747,25.09090909,61.72727273,7.484848485,24.15151515,13.03030303,17.93939394,12.45454545,37.78787879,13.6969697,4.787878788,3.363636364,11.84848485,1.15601023,0.298309179,0.763532764
345,William & Mary,31,2321,2385,74.87096774,76.93548387,841,1773,0.474,254,735,0.346,385,576,0.668,251,1057,529,158,146,390,0.405128205,516,16.64516129,0.21714608,27.12903226,57.19354839,8.193548387,23.70967742,12.41935484,18.58064516,8.096774194,34.09677419,17.06451613,5.096774194,4.709677419,12.58064516,1.356410256,0.302021403,0.45014245
346,Winthrop,30,2499,2358,83.3,78.6,855,1878,0.455,372,997,0.373,417,565,0.738,330,1232,460,134,83,456,0.293859649,534,17.8,0.222044728,28.5,62.6,12.4,33.23333333,13.9,18.83333333,11,41.06666667,15.33333333,4.466666667,2.766666667,15.2,1.00877193,0.435087719,0.49002849
347,Wisconsin,33,2279,2027,69.06060606,61.42424242,854,1885,0.453,235,642,0.366,336,518,0.649,269,1162,421,169,139,314,0.538216561,496,15.03030303,0.178249337,25.87878788,57.12121212,7.121212121,19.45454545,10.18181818,15.6969697,8.151515152,35.21212121,12.75757576,5.121212121,4.212121212,9.515151515,1.340764331,0.275175644,0.951566952
348,Wofford,33,2739,2165,83,65.60606061,997,2022,0.493,364,874,0.416,381,545,0.699,350,1176,507,227,99,359,0.632311978,557,16.87878788,0.1884273,30.21212121,61.27272727,11.03030303,26.48484848,11.54545455,16.51515152,10.60606061,35.63636364,15.36363636,6.878787879,3,10.87878788,1.412256267,0.365095286,0.962962963
349,Wright State,34,2492,2290,73.29411765,67.35294118,860,1970,0.437,271,793,0.342,501,681,0.736,371,1198,476,209,71,393,0.531806616,532,15.64705882,0.254314721,25.29411765,57.94117647,7.970588235,23.32352941,14.73529412,20.02941176,10.91176471,35.23529412,14,6.147058824,2.088235294,11.55882353,1.211195929,0.315116279,0.601139601
350,Wyoming,32,2105,2411,65.78125,75.34375,690,1656,0.417,248,720,0.344,477,660,0.723,167,983,331,176,88,450,0.391111111,588,18.375,0.288043478,21.5625,51.75,7.75,22.5,14.90625,20.625,5.21875,30.71875,10.34375,5.5,2.75,14.0625,0.735555556,0.35942029,0.085470085
351,Xavier,33,2372,2330,71.87878788,70.60606061,862,1843,0.468,231,694,0.333,417,608,0.686,343,1192,488,179,125,430,0.41627907,518,15.6969697,0.22626153,26.12121212,55.84848485,7,21.03030303,12.63636364,18.42424242,10.39393939,36.12121212,14.78787879,5.424242424,3.787878788,13.03030303,1.134883721,0.267981439,0.809116809
352,Yale,28,2256,2038,80.57142857,72.78571429,834,1687,0.494,217,586,0.37,371,512,0.725,244,1090,484,168,121,376,0.446808511,476,17,0.219917012,29.78571429,60.25,7.75,20.92857143,13.25,18.28571429,8.714285714,38.92857143,17.28571429,6,4.321428571,13.42857143,1.287234043,0.260191847,0.754985755
353,Youngstown State,32,2415,2526,75.46875,78.9375,879,2059,0.427,303,893,0.339,354,505,0.701,418,1209,449,210,115,423,0.496453901,6,0.1875,0.17192812,27.46875,64.34375,9.46875,27.90625,11.0625,15.78125,13.0625,37.78125,14.03125,6.5625,3.59375,13.21875,1.061465721,0.344709898,0.233618234
